기업명,직무명,담당업무,필요역량
현대자동차,개발,"제네시스 친환경 차량 평가 및 품질 검증, 제네시스 개발차종 완성차 품질 평가 및 주행 성능 검증 및 개선 활동, 다양한 경쟁차 확인과 로직/스펙 비교를 통한 개발 방향과 품질 수준 설정","이공계열(자동차공학/기계공학/전기/전자공학 등) 분야에서 학사 이상의 학위 소지자, 3년 이상의 완성차 평가 또는 친환경차 품질 검증 업무 경험, 비즈니스 영어 커뮤니케이션 및 영어 문서 작성 역량 보유, 완성차 평가 특화 시스템 업무 경험 보유, 자동차 관련 자격증 보유, 분석 장비 및 소음 진동 분석 프로그램, 모델링 프로그램 활용 가능"
현대자동차,생산관리/품질관리,"부품 평가, 공정 개선 지원, 품질 점검 활동, 품질 목표 제안 및 검증, 품질 안정화 기술 지원","이공계열 학사 이상, 4년 이상 자율주행 시스템 개발 경력, 비즈니스 영어 커뮤니케이션 능력, 품질 관련 자격증 보유"
현대자동차,기획/경영,"트렌드 분석 및 미래 전망, 보고서 작성, 거시 환경 포어사이트 연구, 외부 연구기관 협력, 지식 공유","경제/경영학, 심리학, 사회학 등 인문사회 계열 학사 이상, 3년 이상의 미래/트렌드 연구 및 전략 기획 경력, 비즈니스 영어 커뮤니케이션 능력, 석사 이상 학위 우대, 글로벌 기업 경력 우대"
현대자동차,동부품 구매/개발 : 기획/경영,"전동화 부품 구매전략 수립, 신차 부품 개발, 부품 조달 및 협력사 관리","학사 이상, 3년 이상의 전동화 구동부품 관련 경력, 비즈니스 영어 커뮤니케이션 능력, 협력사 가격 협의 경험, 엑셀/파워포인트 활용 능력, 전자/전기/기계공학 석사 이상, 차량용 반도체 및 전동화 구동 부품 경험, 신규 글로벌 협력사 발굴 경험"
현대자동차,인사/총무,"인재 영입/채용 전략 수립, 영입/채용 프로세스 운영, 인재 관리 및 파이프라인 구축, 채용 채널 기획 및 관리, 영입 인재 대상 프로그램 기획/운영","학사 이상, 3년 이상의 인사/채용 경력, 비즈니스 영어 커뮤니케이션 능력, 서치펌 협업 및 다이렉트 소싱 경험, 신기술/신사업 이해도, 리더급 영입 경험, 외국인 인재 채용 경험"
현대자동차,생산관리/품질관리,"품질 문제 모니터링 및 개선, 고객 불만 해소, 품질 지수 향상, 품질 일관성 확보","전자/전기/기계공학 학사 이상, 3년 이상 품질보증/품질관리 경험, 비즈니스 영어 커뮤니케이션 능력, 1종 운전면허, 해외여행 결격 사유 없음, 해외 주재 경력 우대, 자동차 정비 관련 자격 우대, 샤시 제어기 데이터 계측 및 분석 역량 우대"
현대자동차,생산관리/품질관리,"주행시험장 시험로 및 안전시설물 위험요소 발굴, 유지 관리, 자산 인프라 관리, 시험장 운영 관리, 관리 기준 수립","토목 또는 기계공학 학사 이상, 5년 이상 도로 공사 및 유지보수 경력, 비즈니스 영어 커뮤니케이션 능력, 설계/시공 경험, 토목기사 자격증, AutoCAD 활용 능력, 3년 이상 시설 유지보수 경력 우대, 산업안전기사 자격증 우대"
현대자동차,개발,"제어기 소프트웨어 품질 확보 및 법규 대응, 제어기 개발 프로세스 준수 및 검증 조율, 제어기 부품 개발 및 전장제어기 부품 개발, 협력사 제어기 소프트웨어 검증 결과 점검, 문제점 개선 대책 수립, 기획 업무 및 개발 일정 관리, 차종별 개발 일정 및 진도 관리, 신규 로직 개발 관리, 차량 사이버보안 정책 관리 및 인증 대응","컴퓨터/전자/전기/기계공학 분야에서 학사 이상의 학위 보유, 5년 이상 임베디드 소프트웨어 개발 및 검증 경험, 비즈니스 영어 커뮤니케이션 및 문서 작성 역량, 시스템 아키텍처 설계 경험, 동적 검증 설계 경험, C/C++ 임베디드 소프트웨어 개발 경험, 협업툴 및 검증 툴 사용 경험, 해외여행 결격 사유 없음, 석사 이상의 학위 보유, 소프트웨어 검증 관련 자격 보유, 정보처리기사 자격증 보유, 소프트웨어 생명주기 전 과정 경험, MATLAB/Simulink 시스템 모델링 및 시뮬레이션 경험"
현대자동차,서비스/고객지원,"대내외 이해관계자 비전 및 방향성 소개, 전략적 커뮤니케이션 실행, 의전 및 견학 진행, 의전 일정 관리, 행사 운영 지원","영어 의사소통 가능, TOEIC 700점 이상 또는 TOEFL 80점 이상 또는 TEPS 600점 이상, 중국어 의사소통 가능, 의전 및 홍보 경험"
현대자동차,기획/경영,,
현대자동차,기획/경영,"대내외 커뮤니케이션 지원, 글로벌 임원 커뮤니케이션 지원, 자료 조사 및 보고, 회의 자료 관리, 일정 관리, 비용 처리","영문 이력서 제출, 운전면허 2종 보통 이상, 영어 의사소통 가능, 지정 입사일 준수, 해외여행 결격 사유 없음, 영어 및 한국어 능통, MS Office 활용 능력, 글로벌 비즈니스 매너, 즉시 입사 가능"
현대자동차,디자인,"사내 방송 자막 제작, 영상 디자인, 타이틀 및 프로그램 패키지 디자인, 인포그래픽 디자인, 합성 작업, 후반 편집, 이미지 디자인, 지면 디자인, 카드뉴스 디자인, 자막 및 영상 라이브 송출","유관 부문 경력 2년 이상, 60066 계열 사용 가능, 해외 여행 결격 사유 없음, 디자인 계열 전공 우대, 방송 콘텐츠 제작 경험 보유, 인쇄물 디자인 제작 경험 보유, 카메라 및 음향 시스템 관리 가능"
현대자동차,기획/경영,"대내외 커뮤니케이션 지원, 글로벌 임원 커뮤니케이션 지원, 행정업무 일정 관리","영문 이력서 제출, 운전면허 2종 보통 이상, 영어로 의사소통 가능, 해외여행 결격 사유 없음, 영어 및 한국어 능통, MS Office 활용 능력, 글로벌 비즈니스 매너, 즉시 입사 가능"
현대자동차,기획/경영,,
현대자동차,디자인,"교보재 이미지 가이드라인 제작, 교육과정 개발 콘텐츠 디자인, 주요 이벤트 디자인, 이벤트 비주얼 디자인, 온/오프라인 교육과정 관련 영상 제작 및 편집","디자인 관련 전공 학사 이상, 프리젠테이션 강의 교안 제작 경험, 비주얼 디자인 프로젝트 경험, Adobe Creative Suite 상급 활용 능력, 해외여행 결격 사유 없음, 교안 디자인 관련 대기업 업무 경험, 영상 제작/편집 경험, 시각 디자인 관련 자격증 보유, 영상 제작 및 편집 소프트웨어 활용 가능"
현대자동차,교육,"교육 과정 개발 및 진행, 교육 과정/컨텐츠 개발, 교육 강의 진행, 교육 관련 업무 전반 지원","1년 이상의 강의 경력, 강의 교안 개발 가능, MS Office 활용 능력, 상용차 해외 판매 운영 경험자 우대, 취업보호대상자 우대"
현대자동차,인사/총무,"학자금 및 국내 출장 신청 내역에 대한 행정 업무 수행, 국내 출장 신청 처리 행정 업무","2025년 1학기 대학교 휴학생/졸업예정생 또는 기졸업생, 근무 기간 중 평일 근무 가능, 지정된 면접일에 면접 참여 가능"
현대자동차,서비스/고객지원,"시험 차량 연료 교환, 안전 관리","운전면허 1종 보통 이상, 3톤 미만 지게차 운전면허증, 차량 정비 기능사 이상 자격증 우대, 차량 연료 계통 구조 및 원리 이해"
현대자동차,기획/경영,,
현대자동차,유통/무역,연구소 내 물품 운송 대응 및 연구개발 목적의 부품 이동 대응,"대형 1종 면허 보유자, 차 운전 기능사 보유자, 해외여행 결격 사유 없음, 남성의 경우 병역 마쳤거나 면제"
현대자동차,기획/경영,,
현대자동차,서비스/고객지원,"시승센터 운영 및 시승 차량 관리, 차량 이용 전산 관리, 시승센터 내 차량 관리, 시승센터 홍보 및 안내","학사 이상의 학위, 1종 보통 운전면허증, 해외 여행 결격 사유 없음, 영어 회화 가능, 고객 응대 경험, 차량 관련 기본 지식, 기본적인 컴퓨터 활용 능력, 디자인 툴 활용 능력"
현대자동차,기획/경영,"채용 프로세스 운영/관리, 면접 안내 및 진행, 신규 입사자 입사 안내 및 제출 서류 관리, 채용 및 인사 관련 제반 업무 지원, 현업 커뮤니케이션 담당","전문학사 이상 학위, MS Office 활용 및 문서 작성 능력, 해외여행 결격 사유 없음, 채용 업무 경험, 행정/일반 사무 업무 경력"
현대자동차,서비스/고객지원,"채용 프로세스 운영, 면접 안내 및 진행, 지원자 문의 대응, 면접장 및 비품 관리, 채용 관련 기타 행정 업무","‘25년 1학기 대학교 휴학생/졸업유예생 또는 기졸업생, 평일 근무 가능, 6개월 근무 가능, 커뮤니케이션 강점, 책임감과 꼼꼼함, 고객 존중 마인드, 즉시 출근 가능, 118직무 관심"
현대자동차,서비스/고객지원,"신청 필요서류 사전 심사, 서류 보완 요청, 지자체 원본서류 우편 발송, 기타 보조금 신청 지원 업무","145 01106 활용 가능, 채용 즉시 근무 가능, 사무보조 업무 경험, 커뮤니케이션 역량, 책임감"
현대자동차,기획/경영,"채용 프로세스 운영/관리, 면접 안내 및 진행, 신규 입사자 입사 안내 및 제출 서류 관리, 채용 및 인사 관련 제반 업무 지원, 현업 커뮤니케이션 담당","전문학사 이상 학위, MS Office 활용 및 문서 작성 능력, 해외여행 결격 사유 없음, 채용 업무 경험 우대, 행정/일반사무 업무 경력 우대"
현대자동차,엔지니어링,"안전하고 강건한 차량 개발을 위한 벤치/실차 테스트 및 고장 진단, 부품 분해/분석, 시험품 기능 개선, 시험차 제작/검증, 배터리 안전성 시험 및 결과 분석, 수소전기차 개발 지원","고등학교 졸업 이상, 해외여행 결격사유 없음, 남성의 경우 병역 필 또는 면제, 자동차/기계/전기/전자/제어/메카트로닉스 관련 학과 졸업, 관련 자격증 보유"
현대자동차,생산/제조,"완성차 생산, 파워트레인 생산, 설비 관리, 생산 관리, 품질 관리","고등학교 졸업 이상, 해외여행 결격 사유 없음, 남성의 경우 병역 필 또는 면제, 자동차 생산 직무 관련 자격증 소지자 우대"
현대자동차,미디어/홍보,"기사 작성 및 아나운서 멘트 구성, 방송 모니터링, 취재 스케줄 및 촬영 일정 관리, 대내외 행사 사회 진행","전문학사 이상의 학위, 2년 이상의 아나운서 유관 경력, 해외여행에 결격 사유 없음, 동영상 포트폴리오 제출, 국내 방송사 또는 기업 사내 방송 근무 경력, 자동차 관련 지식 보유"
현대자동차,미디어/홍보,"사내방송 시나리오 작성 및 제작, 사내방송 기획, 콘텐츠 기획 및 구상","전문학사 이상의 학위, 2년 이상의 방송작가 유관부문 경력, MS Office 활용 능력, 해외여행 결격 사유 없음, 국내 방송사 또는 기업 사내방송 경력, 다양한 포맷의 영상 기획/구성 능력, 에이전시 또는 기업 마케팅 부문 영상 기획/제작 경험, 자동차 관련 지식"
현대자동차,니저 (65강사) : 교육,"교육 과정 개발 및 진행, 교육 과정/콘텐츠 개발, 교육 강의 진행, 교육 관련 업무 전반 지원","1년 이상의 강의 경력, 강의 교안 개발 가능, MS Office 활용 능력, 취업 보호 대상자 우대"
현대자동차,생산관리/품질관리,"항공용 소프트웨어 개발 프로세스 구축 및 유지보수, 항공용 소프트웨어 개발 과제 단계별 산출물 및 업무 분장 정의, 항공용 소프트웨어 품질보증 활동 수행, 항공 인증을 고려한 소프트웨어 개발/검증 기법 연구, 시스템 운영/유지보수, 소프트웨어 개발 프로젝트 관리, 시스템 간 연동 관리 및 사용자 기능 개선 활동","이공계열에서 학사 이상의 학위, 3년 이상의 소프트웨어 개발 프로세스 구축 및 검증 경험, 항공용 소프트웨어 개발 경험, 항공용 소프트웨어 검증/품질보증 활동 경험, 특정 시스템 구축 및 활용 경험, 비즈니스 영어회화 가능, 정보처리기사, 품질경영기사, 국제소프트웨어품질기사 인증 자격증 보유, 소프트웨어 품질보증 업무 수행 경력, 객체지향 개발 경험, 항공용 소프트웨어 개발 경험 우대, 특정 프로그래밍 언어 및 도구 사용 경험 우대"
현대자동차,개발,"항공용 전기추진 시스템의 인버터 개발, 항공 인증에 적합한 사양 선정, 인버터 개발 및 부가 기능 구현, 통신 기능 구현","전기/전자/컴퓨터공학 관련 학사 이상, 5년 이상의 인버터 개발 경력, 해외여행 결격 사유 없음, 비즈니스 영어회화 가능, 인버터 관련 개발 경험, 항공용 개발 및 인증 경험"
현대자동차,서비스/고객지원,"면접 안내 및 진행, 지원자 문의 대응, 면접장 및 비품 관리, 재용 관련 기타 행정 업무","2025년 1학기 대학교 휴학생/졸업 유예생 또는 기졸업생, 평일 근무 가능, 6개월 근무 가능, 커뮤니케이션 강점, 책임감과 꼼꼼함, 고객 존중 마인드, 즉시 출근 가능"
현대자동차,금융/재무,"연말정산 및 퇴직자 관련 직원 문의사항 응대, 각종 공제내역 확인 보조, '24년 퇴직자 퇴직정산 업무 보조","회계/세무 관련 학과 전공, 대학교 2-4학년 재학 중이거나 기 졸업, 연말정산 아르바이트 경험, 상경계열 전공자, '25년 2월 말까지 근무 가능"
